species_code,n,died,year,plot
19489-BET-PAP,2,1,2005,314069
19489-BET-PAP,9,6,2006,421434
19489-BET-PAP,6,3,2006,421586
19489-BET-PAP,5,3,2005,421651
19489-BET-PAP,6,1,2005,316033
19489-BET-PAP,6,1,2005,316722
19489-BET-PAP,7,2,2006,314223
19489-BET-PAP,7,2,2006,315184
19489-BET-PAP,1,1,2006,316867
19489-BET-PAP,1,1,2007,314767
19489-BET-PAP,1,1,2007,316869
19489-BET-PAP,37,6,2005,398581
19489-BET-PAP,3,2,2008,421436
19489-BET-PAP,11,0,2009,421426
19489-BET-PAP,25,3,2006,421494
19489-BET-PAP,6,5,2006,421501
19489-BET-PAP,13,1,2005,421634
19489-BET-PAP,10,7,2005,421576
19489-BET-PAP,5,1,2008,314469
19489-BET-PAP,1,1,2009,421469
19489-BET-PAP,2,1,2009,421609
19489-BET-PAP,6,1,2008,316182
19489-BET-PAP,15,3,2005,421321
19489-BET-PAP,4,4,2007,421658
19489-BET-PAP,19,3,2005,397221
19489-BET-PAP,4,3,2008,421645
19489-BET-PAP,18,6,2006,421484
19489-BET-PAP,8,2,2006,421545
19489-BET-PAP,10,1,2009,421562
19489-BET-PAP,4,1,2009,421615
19489-BET-PAP,5,1,2006,421551
19489-BET-PAP,57,3,2005,397238
19489-BET-PAP,18,8,2007,316058
19489-BET-PAP,1,1,2007,421521
19489-BET-PAP,4,0,2008,397113
19489-BET-PAP,2,1,2010,421651
19489-BET-PAP,22,2,2011,421320
19489-BET-PAP,3,1,2011,421586
19489-BET-PAP,3,1,2011,421434
19489-BET-PAP,30,2,2007,421598
19489-BET-PAP,11,6,2005,313997
19489-BET-PAP,11,6,2005,316512
19489-BET-PAP,11,6,2005,316681
19489-BET-PAP,9,5,2005,313997
19489-BET-PAP,9,5,2005,316512
19489-BET-PAP,9,5,2005,316681
19489-BET-PAP,8,2,2009,396903
19489-BET-PAP,9,1,2005,421564
19489-BET-PAP,3,3,2010,421576
19489-BET-PAP,12,1,2010,421634
19489-BET-PAP,22,3,2011,421494
19489-BET-PAP,2,1,2006,421445
19489-BET-PAP,31,11,2010,398581
19489-BET-PAP,11,2,2010,421638
19489-BET-PAP,1,0,2011,421501
19489-BET-PAP,1,1,2006,398728
19489-BET-PAP,11,0,2006,422504
19489-BET-PAP,2,2,2005,395537
19489-BET-PAP,3,1,2009,422772
19489-BET-PAP,6,1,2009,421435
19489-BET-PAP,8,2,2011,398733
19489-BET-PAP,7,0,2005,395531
19489-BET-PAP,18,5,2006,421417
19489-BET-PAP,12,2,2010,421321
19489-BET-PAP,3,0,2005,398732
19489-BET-PAP,1,1,2009,395679
19489-BET-PAP,4,3,2009,421493
19489-BET-PAP,5,5,2009,395526
19489-BET-PAP,2,2,2006,421437
19489-BET-PAP,1,1,2009,395488
19489-BET-PAP,7,0,2008,395966
19489-BET-PAP,22,4,2005,398612
19489-BET-PAP,1,1,2006,315597
19489-BET-PAP,3,0,2006,316410
19489-BET-PAP,5,1,2007,397766
19489-BET-PAP,17,5,2011,421403
19489-BET-PAP,8,0,2011,421532
19489-BET-PAP,13,2,2011,421484
19489-BET-PAP,1,0,2005,396109
19489-BET-PAP,3,1,2005,396113
19489-BET-PAP,7,0,2005,422813
19489-BET-PAP,19,3,2005,315196
19489-BET-PAP,5,2,2005,422527
19489-BET-PAP,2,1,2005,397659
19489-BET-PAP,24,5,2011,421531
19489-BET-PAP,1,0,2006,316978
19489-BET-PAP,5,1,2006,396174
19489-BET-PAP,3,2,2008,395973
19489-BET-PAP,24,4,2009,397156
19489-BET-PAP,2,0,2006,317095
19489-BET-PAP,3,1,2005,422749
19489-BET-PAP,4,1,2009,421587
19489-BET-PAP,12,7,2009,421375
19489-BET-PAP,4,0,2011,421409
19489-BET-PAP,3,0,2006,398625
19489-BET-PAP,3,1,2006,421342
19489-BET-PAP,4,1,2012,421611
19489-BET-PAP,3,1,2007,316308
19489-BET-PAP,3,0,2007,398419
19489-BET-PAP,1,1,2012,421347
19489-BET-PAP,5,1,2006,398667
19489-BET-PAP,8,3,2007,398659
19489-BET-PAP,1,1,2008,315102
19489-BET-PAP,1,1,2008,316735
19489-BET-PAP,6,1,2005,395645
19489-BET-PAP,21,0,2010,397221
19489-BET-PAP,2,1,2005,395541
19489-BET-PAP,4,1,2011,421551
19489-BET-PAP,2,0,2009,395556
19489-BET-PAP,11,1,2007,422771
19489-BET-PAP,14,2,2006,314575
19489-BET-PAP,14,2,2006,314982
19489-BET-PAP,14,2,2006,315436
19489-BET-PAP,3,0,2007,398658
19489-BET-PAP,3,0,2009,421387
19489-BET-PAP,1,0,2011,421499
19489-BET-PAP,2,1,2009,421526
19489-BET-PAP,10,0,2008,398660
19489-BET-PAP,3,0,2006,314284
19489-BET-PAP,15,4,2009,397600
19489-BET-PAP,12,5,2009,421647
19489-BET-PAP,2,0,2006,395468
19489-BET-PAP,15,2,2008,421591
19489-BET-PAP,30,5,2012,421598
19489-BET-PAP,7,0,2006,396897
19489-BET-PAP,1,0,2009,396062
19489-BET-PAP,2,1,2009,421370
19489-BET-PAP,1,1,2008,316341
19489-BET-PAP,2,1,2005,420319
19489-BET-PAP,13,0,2008,397071
19489-BET-PAP,4,2,2005,420040
19489-BET-PAP,5,2,2009,421619
19489-BET-PAP,5,1,2006,421646
19489-BET-PAP,8,1,2010,421564
19489-BET-PAP,1,1,2005,685150
19489-BET-PAP,1,1,2005,685273
19489-BET-PAP,1,1,2005,685150
19489-BET-PAP,1,1,2005,685273
19489-BET-PAP,3,0,2005,315343
19489-BET-PAP,3,0,2005,316035
19489-BET-PAP,4,0,2008,397060
19489-BET-PAP,4,1,2005,395576
19489-BET-PAP,8,4,2008,397830
19489-BET-PAP,11,4,2008,422829
19489-BET-PAP,12,3,2008,421534
19489-BET-PAP,5,4,2008,421443
19489-BET-PAP,5,3,2005,420807
19489-BET-PAP,3,0,2006,396063
19489-BET-PAP,10,3,2005,420795
19489-BET-PAP,1,0,2011,421343
19489-BET-PAP,12,1,2008,398697
19489-BET-PAP,2,1,2008,422785
19489-BET-PAP,1,1,2007,317064
19489-BET-PAP,4,1,2007,396945
19489-BET-PAP,2,1,2010,398703
19489-BET-PAP,1,0,2006,314381
19489-BET-PAP,1,0,2006,316998
19489-BET-PAP,6,0,2007,314757
19489-BET-PAP,7,0,2007,395771
19489-BET-PAP,59,2,2010,397238
19489-BET-PAP,12,2,2005,420019
19489-BET-PAP,11,2,2009,421506
19489-BET-PAP,14,1,2009,397725
19489-BET-PAP,1,1,2006,395505
19489-BET-PAP,12,1,2006,422534
19489-BET-PAP,5,0,2008,395951
19489-BET-PAP,1,0,2005,398487
19489-BET-PAP,2,0,2006,395491
19489-BET-PAP,2,0,2006,396126
19489-BET-PAP,3,1,2005,397951
19489-BET-PAP,3,1,2005,422781
19489-BET-PAP,8,0,2006,422774
19489-BET-PAP,2,2,2005,420441
19489-BET-PAP,1,0,2011,421445
19489-BET-PAP,2,0,2006,396160
19489-BET-PAP,3,2,2005,421620
19489-BET-PAP,15,10,2006,421488
19489-BET-PAP,4,3,2009,395636
19489-BET-PAP,2,2,2005,398349
19489-BET-PAP,1,0,2005,398582
19489-BET-PAP,5,4,2006,395605
19489-BET-PAP,1,0,2006,396190
19489-BET-PAP,3,2,2008,395965
19489-BET-PAP,4,0,2008,396010
19489-BET-PAP,2,2,2005,420867
19489-BET-PAP,3,0,2012,421419
19489-BET-PAP,3,0,2012,421474
19489-BET-PAP,1,0,2005,397973
19489-BET-PAP,12,2,2011,422504
19489-BET-PAP,3,2,2007,422553
19489-BET-PAP,3,0,2006,395577
19489-BET-PAP,6,1,2011,504164
19489-BET-PAP,1,1,2005,315950
19489-BET-PAP,3,3,2009,396123
19489-BET-PAP,9,2,2009,395619
19489-BET-PAP,1,1,2005,316713
19489-BET-PAP,3,1,2006,422484
19489-BET-PAP,10,4,2005,398338
19489-BET-PAP,13,3,2010,422643
19489-BET-PAP,1,0,2005,395590
19489-BET-PAP,1,0,2005,420899
19489-BET-PAP,4,1,2011,396174
19489-BET-PAP,1,0,2006,396071
19489-BET-PAP,1,0,2007,396964
19489-BET-PAP,2,0,2006,396145
19489-BET-PAP,10,0,2007,421473
19489-BET-PAP,2,1,2006,316318
19489-BET-PAP,7,4,2006,316614
19489-BET-PAP,7,2,2005,316165
19489-BET-PAP,12,1,2006,398001
19489-BET-PAP,1,1,2008,395901
19489-BET-PAP,5,0,2009,422745
19489-BET-PAP,3,0,2009,422607
19489-BET-PAP,1,0,2005,396859
19489-BET-PAP,5,1,2010,398732
19489-BET-PAP,5,1,2006,398547
19489-BET-PAP,2,1,2006,395681
19489-BET-PAP,2,0,2008,420339
19489-BET-PAP,21,5,2010,398612
19489-BET-PAP,6,5,2011,396164
19489-BET-PAP,63,3,2005,398589
19489-BET-PAP,6,0,2005,398594
19489-BET-PAP,4,2,2005,422557
19489-BET-PAP,20,1,2008,397127
19489-BET-PAP,12,6,2006,421109
19489-BET-PAP,4,1,2006,314709
19489-BET-PAP,7,2,2006,315032
19489-BET-PAP,38,15,2005,422792
19489-BET-PAP,2,1,2007,395791
19489-BET-PAP,2,0,2007,397795
19489-BET-PAP,2,2,2006,420542
19489-BET-PAP,4,0,2005,420995
19489-BET-PAP,1,1,2005,420993
19489-BET-PAP,2,0,2008,420823
19489-BET-PAP,3,0,2011,421342
19489-BET-PAP,3,0,2010,422749
19489-BET-PAP,4,1,2010,422527
19489-BET-PAP,17,2,2008,395900
19489-BET-PAP,11,4,2006,398724
19489-BET-PAP,2,0,2010,396113
19489-BET-PAP,23,7,2008,397847
19489-BET-PAP,8,1,2007,316492
19489-BET-PAP,23,1,2012,504138
19489-BET-PAP,65,65,2008,422657
19489-BET-PAP,2,1,2011,422554
19489-BET-PAP,2,1,2005,395657
19489-BET-PAP,57,18,2008,420774
19489-BET-PAP,1,1,2005,420055
19489-BET-PAP,10,1,2008,397823
19489-BET-PAP,3,0,2008,395927
19489-BET-PAP,5,0,2011,395468
19489-BET-PAP,7,2,2007,395856
19489-BET-PAP,1,1,2009,395570
19489-BET-PAP,30,3,2005,419697
19489-BET-PAP,2,1,2009,395879
19489-BET-PAP,2,1,2007,314104
19489-BET-PAP,8,3,2005,397573
19489-BET-PAP,2,2,2009,397687
19489-BET-PAP,16,2,2006,420119
19489-BET-PAP,8,5,2008,422639
19489-BET-PAP,34,3,2005,395542
19489-BET-PAP,6,2,2008,422515
19489-BET-PAP,8,0,2012,421407
19489-BET-PAP,7,0,2010,395645
19489-BET-PAP,9,1,2005,396823
19489-BET-PAP,7,2,2005,395503
19489-BET-PAP,8,0,2009,420825
19489-BET-PAP,8,1,2009,396916
19489-BET-PAP,1,0,2008,398665
19489-BET-PAP,4,0,2009,316394
19489-BET-PAP,1,1,2005,420788
19489-BET-PAP,3,1,2008,422366
19489-BET-PAP,2,0,2007,422562
19489-BET-PAP,1,1,2011,422601
19489-BET-PAP,4,0,2011,396063
19489-BET-PAP,6,0,2006,397974
19489-BET-PAP,2,2,2009,419942
19489-BET-PAP,2,1,2007,315739
19489-BET-PAP,9,0,2005,422722
19489-BET-PAP,11,7,2006,397633
19489-BET-PAP,2,2,2008,420206
19489-BET-PAP,2,1,2007,314811
19489-BET-PAP,20,3,2005,420152
19489-BET-PAP,4,2,2009,420869
19489-BET-PAP,6,0,2011,395511
19489-BET-PAP,3,2,2007,395842
19489-BET-PAP,6,1,2009,395469
19489-BET-PAP,2,2,2008,397879
19489-BET-PAP,3,0,2007,398642
19489-BET-PAP,2,1,2009,419865
19489-BET-PAP,2,0,2006,421095
19489-BET-PAP,5,1,2009,315751
19489-BET-PAP,1,0,2012,397791
19489-BET-PAP,4,0,2006,397226
19489-BET-PAP,3,0,2010,395589
19489-BET-PAP,3,1,2011,396160
19489-BET-PAP,2,2,2006,316327
19489-BET-PAP,2,1,2007,420618
19489-BET-PAP,17,1,2005,398550
19489-BET-PAP,26,2,2005,398363
19489-BET-PAP,1,0,2005,395714
19489-BET-PAP,8,6,2006,422679
19489-BET-PAP,3,0,2007,315419
19489-BET-PAP,1,0,2008,314534
19489-BET-PAP,9,3,2007,420135
19489-BET-PAP,6,1,2006,395928
19489-BET-PAP,2,0,2006,395633
19489-BET-PAP,13,1,2006,395596
19489-BET-PAP,2,0,2006,395990
19489-BET-PAP,1,0,2011,395605
19489-BET-PAP,1,1,2012,397764
19489-BET-PAP,4,4,2005,426822
19489-BET-PAP,6,0,2012,398658
19489-BET-PAP,4,1,2006,395587
19489-BET-PAP,4,1,2006,395851
19489-BET-PAP,1,0,2006,395587
19489-BET-PAP,1,0,2006,395851
19489-BET-PAP,1,0,2011,396098
19489-BET-PAP,7,1,2009,420865
19489-BET-PAP,4,3,2008,397876
19489-BET-PAP,1,1,2007,396990
19489-BET-PAP,1,1,2009,420088
19489-BET-PAP,4,4,2005,420425
19489-BET-PAP,27,23,2006,422753
19489-BET-PAP,2,1,2005,397147
19489-BET-PAP,25,0,2009,398319
19489-BET-PAP,8,3,2008,421099
19489-BET-PAP,10,2,2007,420045
19489-BET-PAP,6,4,2005,420586
19489-BET-PAP,1,1,2008,426816
19489-BET-PAP,1,0,2009,396830
19489-BET-PAP,13,2,2011,421646
19489-BET-PAP,7,1,2005,419990
19489-BET-PAP,10,2,2005,420224
19489-BET-PAP,7,1,2008,421520
19489-BET-PAP,21,0,2008,398489
19489-BET-PAP,2,0,2009,421391
19489-BET-PAP,8,2,2011,396897
19489-BET-PAP,9,1,2008,397119
19489-BET-PAP,15,14,2005,419710
19489-BET-PAP,2,1,2009,420683
19489-BET-PAP,5,2,2010,395569
19489-BET-PAP,7,1,2006,420163
19489-BET-PAP,1,0,2010,422648
19489-BET-PAP,1,1,2005,395521
19489-BET-PAP,2,2,2010,397968
19489-BET-PAP,1,1,2006,397627
19489-BET-PAP,3,1,2009,397952
19489-BET-PAP,9,4,2012,395771
19489-BET-PAP,1,0,2008,421361
19489-BET-PAP,17,7,2005,421070
19489-BET-PAP,15,2,2007,395723
19489-BET-PAP,6,2,2005,397580
19489-BET-PAP,3,1,2011,396145
19489-BET-PAP,1,0,2008,395918
19489-BET-PAP,4,3,2009,419940
19489-BET-PAP,6,1,2009,398603
19489-BET-PAP,18,1,2006,398704
19489-BET-PAP,34,0,2005,397793
19489-BET-PAP,11,2,2008,398694
19489-BET-PAP,2,0,2011,396071
19489-BET-PAP,5,0,2006,422530
19489-BET-PAP,3,0,2008,395925
19489-BET-PAP,1,0,2007,395757
19489-BET-PAP,24,10,2005,420041
19489-BET-PAP,11,7,2011,422534
19489-BET-PAP,2,2,2007,395745
19489-BET-PAP,17,5,2007,420433
19489-BET-PAP,3,0,2007,395773
19489-BET-PAP,7,6,2006,398343
19489-BET-PAP,11,3,2005,396057
19489-BET-PAP,9,2,2009,421385
19489-BET-PAP,3,0,2008,396002
19489-BET-PAP,11,2,2007,315747
19489-BET-PAP,1,0,2006,421012
19489-BET-PAP,11,2,2007,422543
19489-BET-PAP,3,1,2009,422467
19489-BET-PAP,4,2,2005,420743
19489-BET-PAP,1,1,2007,419764
19489-BET-PAP,15,0,2006,398701
19489-BET-PAP,2,2,2005,419966
19489-BET-PAP,1,1,2009,421369
19489-BET-PAP,4,0,2011,397967
19489-BET-PAP,6,1,2007,426605
19489-BET-PAP,3,1,2007,421079
19489-BET-PAP,2,2,2006,420104
19489-BET-PAP,10,10,2010,420019
19489-BET-PAP,1,1,2005,420650
19489-BET-PAP,1,0,2008,397075
19489-BET-PAP,2,1,2008,397035
19489-BET-PAP,3,0,2005,420456
19489-BET-PAP,36,4,2009,398708
19489-BET-PAP,9,1,2011,422774
19489-BET-PAP,3,1,2008,420106
19489-BET-PAP,6,1,2006,422698
19489-BET-PAP,15,1,2010,422582
19489-BET-PAP,17,3,2007,420910
19489-BET-PAP,1,0,2007,420649
19489-BET-PAP,4,1,2009,397607
19489-BET-PAP,1,1,2006,397587
19489-BET-PAP,1,1,2008,426722
19489-BET-PAP,7,1,2008,395970
19489-BET-PAP,3,0,2006,396116
19489-BET-PAP,3,0,2010,398487
19489-BET-PAP,5,5,2006,422757
19489-BET-PAP,1,0,2012,395862
19489-BET-PAP,2,1,2005,395824
19489-BET-PAP,4,1,2006,396059
19489-BET-PAP,11,5,2008,488299
19489-BET-PAP,1,1,2006,420600
19489-BET-PAP,2,1,2009,395610
19489-BET-PAP,18,1,2009,396785
19489-BET-PAP,1,1,2010,420460
19489-BET-PAP,5,1,2005,398562
19489-BET-PAP,3,0,2009,419741
19489-BET-PAP,40,2,2012,488556
19489-BET-PAP,1,0,2005,426689
19489-BET-PAP,8,2,2006,420796
19489-BET-PAP,9,4,2006,395613
19489-BET-PAP,10,2,2008,395943
19489-BET-PAP,3,1,2010,396105
19489-BET-PAP,1,0,2009,396832
19489-BET-PAP,1,0,2011,395681
19489-BET-PAP,2,0,2011,397654
19489-BET-PAP,4,0,2005,685129
19489-BET-PAP,4,0,2005,685619
19489-BET-PAP,4,0,2005,685917
19489-BET-PAP,4,0,2005,686254
19489-BET-PAP,4,0,2005,686707
19489-BET-PAP,4,0,2005,686735
19489-BET-PAP,12,1,2005,685129
19489-BET-PAP,12,1,2005,685619
19489-BET-PAP,12,1,2005,685917
19489-BET-PAP,12,1,2005,686254
19489-BET-PAP,12,1,2005,686707
19489-BET-PAP,12,1,2005,686735
19489-BET-PAP,9,2,2005,685129
19489-BET-PAP,9,2,2005,685619
19489-BET-PAP,9,2,2005,685917
19489-BET-PAP,9,2,2005,686254
19489-BET-PAP,9,2,2005,686707
19489-BET-PAP,9,2,2005,686735
19489-BET-PAP,1,0,2009,395719
19489-BET-PAP,1,1,2012,395756
19489-BET-PAP,7,0,2007,396979
19489-BET-PAP,1,0,2005,395547
19489-BET-PAP,1,0,2012,422553
19489-BET-PAP,3,0,2008,395940
19489-BET-PAP,3,0,2008,396018
19489-BET-PAP,3,2,2008,397105
19489-BET-PAP,7,1,2009,396040
19489-BET-PAP,6,6,2009,396129
19489-BET-PAP,17,1,2006,423584
19489-BET-PAP,1,0,2008,420944
19489-BET-PAP,2,1,2005,397829
19489-BET-PAP,1,0,2005,397610
19489-BET-PAP,1,1,2010,397616
19489-BET-PAP,13,6,2012,421473
19489-BET-PAP,15,0,2007,316393
19489-BET-PAP,1,0,2005,426813
19489-BET-PAP,3,0,2006,420006
19489-BET-PAP,3,0,2009,426671
19489-BET-PAP,4,1,2006,423292
19489-BET-PAP,1,0,2011,397219
19489-BET-PAP,1,0,2007,395737
19489-BET-PAP,2,2,2010,397951
19489-BET-PAP,2,2,2011,421507
19489-BET-PAP,7,6,2006,419806
19489-BET-PAP,3,1,2012,396945
19489-BET-PAP,5,2,2009,396152
19489-BET-PAP,1,0,2009,419849
19489-BET-PAP,1,0,2006,398373
19489-BET-PAP,3,0,2009,419682
19489-BET-PAP,4,2,2007,420793
19489-BET-PAP,33,3,2005,419686
19489-BET-PAP,3,2,2006,314180
19489-BET-PAP,2,0,2006,396805
19489-BET-PAP,1,0,2006,395849
19489-BET-PAP,10,0,2006,420061
19489-BET-PAP,10,0,2006,420878
19489-BET-PAP,1,0,2010,398349
19489-BET-PAP,2,1,2010,398582
19489-BET-PAP,12,0,2007,395797
19489-BET-PAP,11,2,2011,398001
19489-BET-PAP,9,3,2006,397922
19489-BET-PAP,3,0,2011,397139
19489-BET-PAP,8,0,2011,420438
19489-BET-PAP,13,0,2005,398334
19489-BET-PAP,3,2,2005,396060
19489-BET-PAP,7,2,2007,420525
19489-BET-PAP,7,2,2007,421037
19489-BET-PAP,8,6,2010,398338
19489-BET-PAP,6,2,2010,488145
19489-BET-PAP,3,0,2009,395515
19489-BET-PAP,1,1,2010,395657
19489-BET-PAP,1,1,2005,315717
19489-BET-PAP,1,0,2005,397242
19489-BET-PAP,6,1,2008,397873
19489-BET-PAP,2,0,2005,419706
19489-BET-PAP,10,2,2007,420390
19489-BET-PAP,4,1,2011,398547
19489-BET-PAP,5,2,2008,420611
19489-BET-PAP,3,0,2008,314342
19489-BET-PAP,3,0,2007,397757
19489-BET-PAP,5,0,2006,314326
19489-BET-PAP,1,1,2010,419703
19489-BET-PAP,5,0,2008,420415
19489-BET-PAP,1,1,2012,421653
19489-BET-PAP,1,0,2008,420264
19489-BET-PAP,3,3,2008,315934
19489-BET-PAP,3,1,2009,423608
19489-BET-PAP,12,6,2008,422586
19489-BET-PAP,7,1,2009,397207
19489-BET-PAP,18,6,2009,420938
19489-BET-PAP,2,1,2006,426641
19489-BET-PAP,6,1,2007,314210
19489-BET-PAP,6,1,2007,314877
19489-BET-PAP,6,1,2007,315732
19489-BET-PAP,6,1,2007,316399
19489-BET-PAP,6,1,2007,316401
19489-BET-PAP,5,1,2007,314210
19489-BET-PAP,5,1,2007,314877
19489-BET-PAP,5,1,2007,315732
19489-BET-PAP,5,1,2007,316399
19489-BET-PAP,5,1,2007,316401
19489-BET-PAP,8,8,2007,420603
19489-BET-PAP,5,1,2006,420192
19489-BET-PAP,2,0,2011,395618
19489-BET-PAP,8,4,2008,420166
19489-BET-PAP,1,1,2007,398633
19489-BET-PAP,31,1,2007,315548
19489-BET-PAP,2,0,2009,419823
19489-BET-PAP,1,0,2010,420307
19489-BET-PAP,2,2,2007,420648
19489-BET-PAP,2,1,2005,396910
19489-BET-PAP,3,2,2007,420819
19489-BET-PAP,2,2,2007,420571
19489-BET-PAP,9,2,2007,397026
19489-BET-PAP,18,2,2009,419885
19489-BET-PAP,4,1,2007,397020
19489-BET-PAP,1,1,2009,397693
19489-BET-PAP,23,2,2010,422792
19489-BET-PAP,3,1,2006,421002
19489-BET-PAP,1,0,2010,396186
19489-BET-PAP,2,1,2006,420842
19489-BET-PAP,6,0,2012,395857
19489-BET-PAP,5,1,2011,420382
19489-BET-PAP,2,1,2008,420861
19489-BET-PAP,4,0,2010,397621
19489-BET-PAP,23,5,2006,420609
19489-BET-PAP,2,1,2010,422557
19489-BET-PAP,8,1,2005,421838
19489-BET-PAP,2,0,2006,426767
19489-BET-PAP,1,1,2010,421848
19489-BET-PAP,16,7,2007,419761
19489-BET-PAP,3,0,2007,419760
19489-BET-PAP,5,3,2008,420798
19489-BET-PAP,5,1,2007,420090
19489-BET-PAP,2,1,2010,397650
19489-BET-PAP,7,5,2011,398724
19489-BET-PAP,1,1,2011,395564
19489-BET-PAP,5,1,2011,395928
19489-BET-PAP,1,1,2006,396904
19489-BET-PAP,3,0,2009,395709
19489-BET-PAP,4,1,2009,422023
19489-BET-PAP,2,1,2005,396874
19489-BET-PAP,13,6,2006,422390
19489-BET-PAP,13,1,2010,395568
19489-BET-PAP,2,0,2010,420743
19489-BET-PAP,7,4,2011,421109
19489-BET-PAP,1,0,2010,420113
19489-BET-PAP,3,1,2005,406202
19489-BET-PAP,2,0,2011,397083
19489-BET-PAP,5,1,2009,398324
19489-BET-PAP,3,0,2006,398433
19489-BET-PAP,2,1,2007,685420
19489-BET-PAP,2,1,2007,686060
19489-BET-PAP,2,1,2007,686235
19489-BET-PAP,2,1,2007,686525
19489-BET-PAP,10,1,2007,685420
19489-BET-PAP,10,1,2007,686060
19489-BET-PAP,10,1,2007,686235
19489-BET-PAP,10,1,2007,686525
19489-BET-PAP,1,1,2008,685329
19489-BET-PAP,1,1,2008,685442
19489-BET-PAP,1,1,2008,685729
19489-BET-PAP,1,1,2008,685765
19489-BET-PAP,1,1,2008,685827
19489-BET-PAP,9,1,2008,685329
19489-BET-PAP,9,1,2008,685442
19489-BET-PAP,9,1,2008,685729
19489-BET-PAP,9,1,2008,685765
19489-BET-PAP,9,1,2008,685827
19489-BET-PAP,3,2,2008,685011
19489-BET-PAP,3,2,2008,685748
19489-BET-PAP,3,2,2008,685800
19489-BET-PAP,14,1,2007,426581
19489-BET-PAP,3,1,2008,423305
19489-BET-PAP,2,1,2007,395725
19489-BET-PAP,2,1,2010,397609
19489-BET-PAP,2,1,2010,397942
19489-BET-PAP,1,1,2009,419903
19489-BET-PAP,13,9,2010,488137
19489-BET-PAP,5,2,2010,420168
19489-BET-PAP,12,1,2011,395596
19489-BET-PAP,3,0,2011,395990
19489-BET-PAP,63,10,2010,398589
19489-BET-PAP,7,2,2010,398594
19489-BET-PAP,20,6,2006,398573
19489-BET-PAP,3,1,2006,421857
19489-BET-PAP,1,1,2010,420775
19489-BET-PAP,1,0,2011,420049
19489-BET-PAP,1,1,2009,396076
19489-BET-PAP,2,0,2012,396964
19489-BET-PAP,5,2,2006,397586
19489-BET-PAP,8,4,2011,397974
19489-BET-PAP,11,0,2005,396841
19489-BET-PAP,3,0,2007,422426
19489-BET-PAP,2,2,2005,426787
19489-BET-PAP,3,2,2009,421750
19489-BET-PAP,1,0,2006,421876
19489-BET-PAP,12,0,2012,422614
19489-BET-PAP,4,1,2009,395678
19489-BET-PAP,1,1,2009,419819
19489-BET-PAP,8,1,2006,314332
19489-BET-PAP,10,2,2008,398670
19489-BET-PAP,2,0,2011,420280
19489-BET-PAP,1,1,2008,422194
19489-BET-PAP,1,1,2006,398731
19489-BET-PAP,4,0,2012,397795
19489-BET-PAP,10,1,2010,421070
19489-BET-PAP,27,7,2010,419697
19489-BET-PAP,2,1,2007,420299
19489-BET-PAP,8,3,2005,397584
19489-BET-PAP,5,2,2011,397633
19489-BET-PAP,7,1,2007,421097
19489-BET-PAP,3,2,2012,422562
19489-BET-PAP,1,1,2011,488230
19489-BET-PAP,8,1,2009,426707
19489-BET-PAP,3,3,2011,395587
19489-BET-PAP,3,3,2011,395851
19489-BET-PAP,4,1,2011,395587
19489-BET-PAP,4,1,2011,395851
19489-BET-PAP,3,0,2012,420890
19489-BET-PAP,10,0,2012,395724
19489-BET-PAP,31,4,2010,395542
19489-BET-PAP,4,1,2011,419730
19489-BET-PAP,6,5,2010,395503
19489-BET-PAP,9,4,2007,421021
19489-BET-PAP,3,2,2006,314881
19489-BET-PAP,1,0,2012,420618
19489-BET-PAP,4,1,2011,420006
19489-BET-PAP,5,1,2011,421454
19489-BET-PAP,1,1,2005,396858
19489-BET-PAP,10,1,2010,422722
19489-BET-PAP,5,0,2008,685708
19489-BET-PAP,5,0,2008,685712
19489-BET-PAP,5,0,2008,686325
19489-BET-PAP,5,0,2008,686433
19489-BET-PAP,7,3,2007,420858
19489-BET-PAP,9,0,2006,396153
19489-BET-PAP,1,1,2007,397768
19489-BET-PAP,1,0,2007,396975
19489-BET-PAP,1,1,2008,397047
19489-BET-PAP,7,0,2007,398431
19489-BET-PAP,8,1,2006,426771
19489-BET-PAP,17,2,2010,420152
19489-BET-PAP,2,1,2007,397012
19489-BET-PAP,2,2,2006,396880
19489-BET-PAP,3,1,2011,420662
19489-BET-PAP,6,0,2005,314673
19489-BET-PAP,20,1,2005,317003
19489-BET-PAP,6,2,2006,314865
19489-BET-PAP,1,0,2005,421879
19489-BET-PAP,1,1,2007,420645
19489-BET-PAP,16,3,2005,406079
19489-BET-PAP,4,1,2007,397739
19489-BET-PAP,3,1,2011,421055
19489-BET-PAP,4,0,2008,397840
19489-BET-PAP,12,3,2009,488231
19489-BET-PAP,2,2,2007,398630
19489-BET-PAP,15,2,2009,420292
19489-BET-PAP,3,1,2011,420728
19489-BET-PAP,14,0,2005,396923
19489-BET-PAP,8,6,2010,396057
19489-BET-PAP,4,0,2011,396116
19489-BET-PAP,1,0,2012,420099
19489-BET-PAP,7,1,2005,420892
19489-BET-PAP,4,1,2012,421352
19489-BET-PAP,16,1,2012,395723
19489-BET-PAP,1,0,2009,590
19489-BET-PAP,1,0,2009,10782
19489-BET-PAP,1,0,2009,685837
19489-BET-PAP,1,0,2009,686161
19489-BET-PAP,1,0,2009,686557
19489-BET-PAP,2,2,2009,590
19489-BET-PAP,2,2,2009,10782
19489-BET-PAP,2,2,2009,685837
19489-BET-PAP,2,2,2009,686161
