bottle	scan	species	phase	NP	all.treat	ca_1	ca_2	ca_3	ca_4	ca_5	ca_6	ca_7	ca_8	na_1	na_2	na_3	na_4	pr_1	pr_2	pr_3
E4L1	s9	Pectobacterium	log	50	Pec_log_50_E4L1	0.052756	0.066753	0.120479	0.119697	0.161199	0.180428	0.186335	0.176773	0.025851	0.066295	0.093889	0.155304	0.310699	0.251731	0.27224
E4L1	s10	Pectobacterium	log	50	Pec_log_50_E4L1	0.070285	0.091466	0.12753	0.12603	0.159913	0.173907	0.183828	0.173905	0.029567	0.055648	0.091176	0.137578	0.315981	0.251558	0.278267
E4L1	s11	Pectobacterium	log	50	Pec_log_50_E4L1	0.05066	0.062365	0.120958	0.120783	0.172448	0.173573	0.157887	0.155705	0.021819	0.054259	0.117621	0.143487	0.324772	0.255381	0.28232
E4L1	s12	Pectobacterium	log	50	Pec_log_50_E4L1	0.098756	0.108204	0.137297	0.129675	0.1551	0.162894	0.176063	0.191925	0.04284	0.061511	0.085385	0.123171	0.299508	0.217033	0.24589
E4L1	s13	Pectobacterium	log	50	Pec_log_50_E4L1	0.062766	0.095051	0.129101	0.13312	0.162467	0.19221	0.186265	0.181777	0.036297	0.060978	0.117769	0.155492	0.306469	0.24594	0.266936
E4L1	s14	Pectobacterium	log	50	Pec_log_50_E4L1	0.091101	0.113701	0.132615	0.146441	0.167516	0.17921	0.183396	0.189575	0.026589	0.039278	0.09512	0.134266	0.294495	0.236361	0.254702
E4L1	s15	Pectobacterium	log	50	Pec_log_50_E4L1	0.038845	0.058088	0.126382	0.13008	0.167574	0.177525	0.184325	0.185006	0.024798	0.058941	0.100451	0.142967	0.339918	0.247555	0.276793
E4L1	s16	Pectobacterium	log	50	Pec_log_50_E4L1	0.048538	0.065059	0.141689	0.128932	0.177818	0.165379	0.179333	0.188363	0.030151	0.062942	0.103659	0.146744	0.33322	0.251233	0.284045
E4L1	s17	Pectobacterium	log	50	Pec_log_50_E4L1	0.059584	0.073199	0.130398	0.127405	0.164284	0.17272	0.188785	0.179289	0.028979	0.061664	0.115129	0.144311	0.308657	0.254707	0.269616
E4L1	s18	Pectobacterium	log	50	Pec_log_50_E4L1	0.10188	0.133509	0.146234	0.138882	0.164337	0.192325	0.217899	0.217313	0.03951	0.048276	0.081107	0.130686	0.286468	0.22619	0.231748
E4L1	s19	Pectobacterium	log	50	Pec_log_50_E4L1	0.075733	0.106956	0.12636	0.130577	0.16826	0.181687	0.173327	0.197687	0.026535	0.061478	0.10257	0.134251	0.302589	0.236602	0.243355
E4L1	s20	Pectobacterium	log	50	Pec_log_50_E4L1	0.072347	0.078996	0.119273	0.119744	0.154344	0.182423	0.177727	0.172823	0.032447	0.060761	0.106959	0.14428	0.292486	0.244482	0.251914
E4L2	s1	Pectobacterium	log	50	Pec_log_50_E4L2	0.079264	0.11519	0.135264	0.134793	0.174642	0.214117	0.199144	0.20838	0.03099	0.059538	0.08492	0.123092	0.287473	0.231851	0.234066
E4L2	s2	Pectobacterium	log	50	Pec_log_50_E4L2	0.099755	0.132811	0.149329	0.149339	0.187609	0.213735	0.185818	0.208418	0.034994	0.062613	0.090435	0.103022	0.313916	0.217401	0.23794
E4L2	s3	Pectobacterium	log	50	Pec_log_50_E4L2	0.070429	0.087833	0.143085	0.127563	0.166857	0.180862	0.181758	0.180921	0.036567	0.071084	0.112904	0.142223	0.303196	0.242156	0.262087
E4L2	s4	Pectobacterium	log	50	Pec_log_50_E4L2	0.086248	0.124592	0.142861	0.128267	0.171183	0.187605	0.181542	0.192323	0.043302	0.058574	0.115069	0.125326	0.297262	0.223383	0.240505
E4L2	s5	Pectobacterium	log	50	Pec_log_50_E4L2	0.068764	0.076625	0.1265	0.113417	0.15519	0.155072	0.158775	0.172222	0.048259	0.081689	0.108311	0.133869	0.308858	0.235955	0.266591
E4L2	s6	Pectobacterium	log	50	Pec_log_50_E4L2	0.0807	0.090887	0.142883	0.129338	0.157632	0.1746	0.170323	0.183287	0.031495	0.05191	0.099403	0.136629	0.293729	0.232941	0.267271
E4L2	s7	Pectobacterium	log	50	Pec_log_50_E4L2	0.099643	0.133259	0.152277	0.139148	0.159603	0.19944	0.184044	0.206225	0.01761	0.058037	0.079361	0.131141	0.271503	0.22939	0.240834
E4L2	s8	Pectobacterium	log	50	Pec_log_50_E4L2	0.085849	0.104616	0.137576	0.126056	0.153747	0.18256	0.1626	0.175363	0.038428	0.059732	0.101148	0.13385	0.274992	0.223662	0.254562
E4L2	s9	Pectobacterium	log	50	Pec_log_50_E4L2	0.087125	0.082114	0.13006	0.121102	0.160917	0.157878	0.163968	0.17263	0.048248	0.057614	0.115747	0.138254	0.300415	0.24319	0.260645
E4L2	s10	Pectobacterium	log	50	Pec_log_50_E4L2	0.062196	0.093074	0.122999	0.111535	0.15489	0.170348	0.179096	0.164612	0.03419	0.064375	0.11499	0.146722	0.297056	0.239384	0.270865
E4L2	s11	Pectobacterium	log	50	Pec_log_50_E4L2	0.094889	0.130026	0.15546	0.132592	0.163183	0.193846	0.186218	0.193736	0.030219	0.053655	0.090277	0.107538	0.283739	0.222019	0.236015
E4L2	s12	Pectobacterium	log	50	Pec_log_50_E4L2	0.070233	0.124072	0.159124	0.147102	0.175619	0.210717	0.205082	0.195694	0.028566	0.049118	0.083923	0.113091	0.308194	0.233268	0.266404
E4L2	s13	Pectobacterium	log	50	Pec_log_50_E4L2	0.068261	0.092251	0.135688	0.130695	0.165478	0.174211	0.182823	0.178351	0.037757	0.05531	0.112958	0.129157	0.308792	0.241864	0.267669
E4L2	s14	Pectobacterium	log	50	Pec_log_50_E4L2	0.086438	0.113143	0.142502	0.148257	0.171804	0.203702	0.187937	0.200348	0.023674	0.057423	0.099927	0.112945	0.312707	0.230959	0.254637
E4L2	s15	Pectobacterium	log	50	Pec_log_50_E4L2	0.093016	0.101252	0.125467	0.110096	0.163128	0.154988	0.167039	0.154532	0.053632	0.070792	0.143196	0.147956	0.286228	0.23863	0.251058
E4L2	s16	Pectobacterium	log	50	Pec_log_50_E4L2	0.069484	0.092883	0.132314	0.126877	0.162421	0.19948	0.202451	0.208194	0.02711	0.062417	0.104338	0.130609	0.277947	0.248064	0.25599
E4L2	s17	Pectobacterium	log	50	Pec_log_50_E4L2	0.082291	0.133496	0.152598	0.150063	0.17297	0.204236	0.203267	0.208314	0.025069	0.048675	0.082527	0.121576	0.306463	0.228626	0.250819
E4L2	s18	Pectobacterium	log	50	Pec_log_50_E4L2	0.074209	0.093482	0.136461	0.119651	0.170406	0.18717	0.188344	0.201565	0.03781	0.059935	0.091655	0.135361	0.277162	0.249227	0.260992
E4L2	s19	Pectobacterium	log	50	Pec_log_50_E4L2	0.076752	0.114411	0.135542	0.127034	0.166752	0.186936	0.184729	0.190839	0.034146	0.049572	0.077297	0.122666	0.282568	0.239039	0.251744
E4L2	s20	Pectobacterium	log	50	Pec_log_50_E4L2	0.078391	0.093329	0.125084	0.120698	0.16406	0.202007	0.183027	0.19861	0.030835	0.051539	0.077113	0.132516	0.287681	0.249232	0.25699
E5L1	s1	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.073187	0.079437	0.118674	0.107497	0.153787	0.184934	0.185539	0.155812	0.047389	0.088568	0.179353	0.197443	0.258443	0.259643	0.255179
E5L1	s2	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.04576	0.045253	0.107886	0.092167	0.144546	0.163296	0.185591	0.133712	0.058022	0.094806	0.177751	0.20704	0.259796	0.282576	0.262004
E5L1	s3	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.076214	0.074096	0.104931	0.096852	0.133615	0.151487	0.197892	0.135857	0.055804	0.098286	0.187406	0.211516	0.24824	0.260058	0.255801
E5L1	s4	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.048377	0.044305	0.094659	0.090158	0.149394	0.160735	0.178593	0.139762	0.051962	0.096683	0.16718	0.20251	0.253078	0.272987	0.257332
E5L1	s5	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.042099	0.046861	0.101554	0.097318	0.147595	0.170655	0.190066	0.144928	0.053951	0.094407	0.162203	0.211416	0.261184	0.267914	0.239156
E5L1	s6	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.033083	0.040177	0.09966	0.101806	0.133963	0.163912	0.179249	0.139424	0.064942	0.098699	0.195559	0.220144	0.249449	0.285498	0.24218
E5L1	s7	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.063172	0.05254	0.120879	0.09413	0.145024	0.179349	0.191469	0.139762	0.055239	0.103034	0.17698	0.186376	0.245817	0.266208	0.259867
E5L1	s8	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.044163	0.034071	0.09502	0.086606	0.127577	0.170917	0.175525	0.122637	0.056149	0.098892	0.183348	0.206095	0.251183	0.279096	0.261565
E5L1	s9	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.076123	0.078137	0.112061	0.093193	0.142409	0.156168	0.182673	0.156005	0.061163	0.115396	0.205614	0.201377	0.243944	0.271925	0.270139
E5L1	s10	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.065793	0.068051	0.109402	0.089661	0.133141	0.175608	0.164403	0.135094	0.052942	0.094276	0.176851	0.196258	0.247211	0.270352	0.26458
E5L1	s11	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.037015	0.051585	0.09813	0.084654	0.128068	0.167441	0.173194	0.138205	0.04303	0.107313	0.185366	0.218664	0.244581	0.280412	0.262457
E5L1	s12	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.056534	0.044493	0.106276	0.074463	0.134272	0.153492	0.177155	0.136076	0.053287	0.100239	0.186429	0.210516	0.24592	0.277367	0.260936
E5L1	s13	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.056774	0.052852	0.101726	0.098052	0.136199	0.169447	0.178002	0.151603	0.063631	0.089994	0.170469	0.205871	0.253315	0.248291	0.244604
E5L1	s14	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.055601	0.043409	0.097645	0.090955	0.144144	0.171201	0.175075	0.14118	0.061477	0.099402	0.191194	0.214285	0.247914	0.268636	0.265961
E5L1	s15	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.050699	0.057701	0.119348	0.101992	0.133755	0.173738	0.178734	0.136831	0.057778	0.105984	0.202195	0.192057	0.261365	0.267887	0.266683
E5L1	s16	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.050005	0.052175	0.115031	0.101296	0.145493	0.169006	0.177658	0.143493	0.056586	0.106264	0.194502	0.198768	0.272971	0.266423	0.272385
E5L1	s17	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.046049	0.053254	0.106832	0.09332	0.158624	0.177295	0.180919	0.137998	0.0511	0.092228	0.196367	0.194199	0.281863	0.271104	0.260641
E5L1	s18	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.042998	0.039476	0.106874	0.096073	0.139879	0.170405	0.179744	0.131312	0.053406	0.097308	0.177535	0.190312	0.251409	0.272166	0.268914
E5L1	s19	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.047106	0.042941	0.10222	0.088679	0.140459	0.158769	0.168567	0.134452	0.050284	0.095676	0.185221	0.212149	0.23166	0.272155	0.265227
E5L1	s20	Pectobacterium	log	0.5	Pec_log_0.5_E5L1	0.049298	0.062444	0.118551	0.098636	0.143777	0.18568	0.183753	0.142437	0.059826	0.095382	0.180954	0.192088	0.260845	0.268356	0.258216
E5L2	s1	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.054333	0.089261	0.120958	0.121866	0.143086	0.22169	0.208596	0.172049	0.041407	0.074993	0.152392	0.175446	0.23021	0.251809	0.255219
E5L2	s2	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.063897	0.083534	0.121576	0.106779	0.149995	0.206717	0.189869	0.165664	0.043573	0.079975	0.178119	0.177521	0.24042	0.254645	0.252626
E5L2	s3	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.058576	0.06968	0.123061	0.101176	0.14513	0.198551	0.182677	0.166406	0.056906	0.0906	0.177496	0.191299	0.248873	0.274168	0.248963
E5L2	s4	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.055404	0.073445	0.114481	0.111284	0.152249	0.208175	0.182206	0.163689	0.049854	0.081189	0.152631	0.164049	0.26467	0.248869	0.268616
E5L2	s5	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.055671	0.073927	0.113644	0.104474	0.148122	0.185708	0.164843	0.1563	0.043751	0.092033	0.176918	0.190364	0.264271	0.274822	0.263718
E5L2	s6	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.078824	0.09393	0.124643	0.103803	0.143336	0.193756	0.172307	0.166181	0.055377	0.09725	0.188789	0.182468	0.241084	0.244676	0.222464
E5L2	s7	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.08798	0.101631	0.131687	0.114173	0.154885	0.201688	0.184556	0.1657	0.062589	0.07458	0.164434	0.174073	0.233918	0.24973	0.256038
E5L2	s8	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.049931	0.068732	0.124414	0.099364	0.14876	0.185223	0.177041	0.15195	0.056315	0.079356	0.173789	0.187884	0.248289	0.263757	0.263451
E5L2	s9	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.064234	0.074467	0.117198	0.104585	0.148791	0.196817	0.174887	0.164326	0.037835	0.072439	0.169998	0.19966	0.24401	0.263869	0.247195
E5L2	s10	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.083694	0.089962	0.126976	0.093909	0.142401	0.192687	0.18348	0.1535	0.051422	0.084489	0.161606	0.177696	0.237586	0.253708	0.251015
E5L2	s11	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.080136	0.088063	0.125519	0.11395	0.148527	0.220594	0.195364	0.178268	0.056863	0.071255	0.159367	0.170197	0.240883	0.260642	0.243737
E5L2	s12	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.060661	0.068036	0.114735	0.103486	0.149222	0.195763	0.173698	0.148553	0.046244	0.097772	0.183374	0.189489	0.26445	0.249626	0.244586
E5L2	s13	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.059693	0.077353	0.12418	0.107454	0.136238	0.195979	0.181713	0.16006	0.059988	0.091098	0.168952	0.189355	0.25177	0.25042	0.242826
E5L2	s14	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.048727	0.051548	0.108035	0.093954	0.142615	0.186287	0.170562	0.155257	0.033947	0.083981	0.18399	0.221734	0.25751	0.290716	0.28057
E5L2	s15	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.066056	0.077227	0.13397	0.100435	0.153206	0.18852	0.192041	0.170679	0.04247	0.082824	0.165982	0.185838	0.246629	0.253623	0.252081
E5L2	s16	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.062053	0.102888	0.12691	0.106217	0.150751	0.19949	0.191618	0.191547	0.046128	0.075784	0.166214	0.192752	0.236607	0.271938	0.236403
E5L2	s17	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.058549	0.072671	0.115964	0.102082	0.146809	0.177049	0.194048	0.157878	0.053196	0.097593	0.185343	0.195689	0.250348	0.266298	0.252246
E5L2	s18	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.063837	0.085461	0.12024	0.103732	0.14359	0.184391	0.187601	0.161286	0.055546	0.09595	0.174217	0.18874	0.261935	0.267408	0.257258
E5L2	s19	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.096887	0.099544	0.110844	0.090664	0.163005	0.184711	0.182641	0.172431	0.042254	0.076147	0.155299	0.165318	0.247827	0.249089	0.26696
E5L2	s20	Pectobacterium	log	0.5	Pec_log_0.5_E5L2	0.061777	0.062844	0.103447	0.094261	0.141675	0.173334	0.162678	0.13883	0.066887	0.095655	0.188771	0.201576	0.265891	0.280296	0.263406
E6L1	s1	Pectobacterium	log	5	Pec_log_5_E6L1	0.062593	0.042941	0.099322	0.078677	0.129805	0.178864	0.17557	0.129808	0.049152	0.09381	0.176449	0.211196	0.267133	0.27982	0.251756
E6L1	s2	Pectobacterium	log	5	Pec_log_5_E6L1	0.066637	0.069776	0.103927	0.085956	0.139146	0.177892	0.176038	0.133099	0.044628	0.089981	0.16937	0.18572	0.238176	0.273355	0.239746
E6L1	s3	Pectobacterium	log	5	Pec_log_5_E6L1	0.049807	0.061588	0.10988	0.088442	0.149316	0.178206	0.171946	0.145289	0.056694	0.096138	0.180607	0.18951	0.256268	0.268399	0.269249
E6L1	s4	Pectobacterium	log	5	Pec_log_5_E6L1	0.056123	0.057411	0.105451	0.085964	0.137707	0.187063	0.188987	0.140556	0.052028	0.088825	0.1853	0.222804	0.26117	0.272848	0.248405
E6L1	s5	Pectobacterium	log	5	Pec_log_5_E6L1	0.054686	0.052758	0.107652	0.08897	0.138679	0.186279	0.17323	0.149975	0.054637	0.092866	0.194683	0.196245	0.252263	0.271304	0.253344
E6L1	s6	Pectobacterium	log	5	Pec_log_5_E6L1	0.071622	0.057604	0.105463	0.093488	0.14829	0.16684	0.176362	0.128301	0.052781	0.090795	0.196562	0.206124	0.271685	0.274	0.280466
E6L1	s7	Pectobacterium	log	5	Pec_log_5_E6L1	0.05087	0.061284	0.108698	0.095412	0.125127	0.170203	0.184284	0.134278	0.050137	0.10589	0.197211	0.196049	0.260813	0.285066	0.260766
E6L1	s8	Pectobacterium	log	5	Pec_log_5_E6L1	0.036776	0.045769	0.103902	0.097878	0.150349	0.170296	0.174794	0.136671	0.046409	0.104337	0.177231	0.195938	0.280636	0.282011	0.276502
E6L1	s9	Pectobacterium	log	5	Pec_log_5_E6L1	0.064622	0.079063	0.103523	0.091419	0.152219	0.177684	0.178192	0.138112	0.062634	0.107913	0.179232	0.187634	0.257882	0.257692	0.265159
E6L1	s10	Pectobacterium	log	5	Pec_log_5_E6L1	0.063742	0.053562	0.107771	0.097655	0.141151	0.167944	0.182714	0.137134	0.043694	0.090757	0.185886	0.180787	0.274037	0.275583	0.257039
E6L1	s11	Pectobacterium	log	5	Pec_log_5_E6L1	0.038844	0.042636	0.107703	0.080785	0.147314	0.160818	0.173838	0.123876	0.059994	0.099363	0.180976	0.206835	0.265938	0.271506	0.264961
E6L1	s12	Pectobacterium	log	5	Pec_log_5_E6L1	0.051883	0.040612	0.113471	0.081482	0.148954	0.168962	0.180291	0.13094	0.047225	0.091354	0.198316	0.202398	0.281153	0.273764	0.264313
E6L1	s13	Pectobacterium	log	5	Pec_log_5_E6L1	0.038389	0.041218	0.10474	0.08132	0.149621	0.163138	0.17713	0.134657	0.065019	0.104382	0.206213	0.205956	0.259252	0.286411	0.272928
E6L1	s14	Pectobacterium	log	5	Pec_log_5_E6L1	0.043948	0.03886	0.110511	0.092064	0.157958	0.180523	0.190732	0.14909	0.056057	0.103749	0.192108	0.190866	0.269507	0.26876	0.250995
E6L1	s15	Pectobacterium	log	5	Pec_log_5_E6L1	0.062426	0.057753	0.122145	0.088562	0.146992	0.188213	0.174198	0.14985	0.065192	0.09489	0.185884	0.177027	0.271648	0.259737	0.258396
E6L1	s16	Pectobacterium	log	5	Pec_log_5_E6L1	0.061831	0.068751	0.100679	0.098332	0.140783	0.166161	0.180053	0.140553	0.064025	0.096061	0.196083	0.188917	0.25343	0.281574	0.244349
E6L1	s17	Pectobacterium	log	5	Pec_log_5_E6L1	0.040168	0.057887	0.110733	0.085007	0.14474	0.185789	0.193015	0.153839	0.054608	0.095299	0.187122	0.207897	0.267354	0.270983	0.269198
E6L1	s18	Pectobacterium	log	5	Pec_log_5_E6L1	0.073004	0.082896	0.123025	0.10386	0.147628	0.183152	0.182114	0.143903	0.060748	0.09936	0.176148	0.178257	0.278794	0.262584	0.257287
E6L1	s19	Pectobacterium	log	5	Pec_log_5_E6L1	0.048613	0.051852	0.113835	0.091589	0.144481	0.174581	0.190552	0.145197	0.065471	0.098327	0.186546	0.195853	0.269131	0.265383	0.264225
E6L1	s20	Pectobacterium	log	5	Pec_log_5_E6L1	0.051065	0.047304	0.101837	0.086714	0.137421	0.1744	0.179756	0.146032	0.064142	0.104998	0.192563	0.196633	0.269408	0.270981	0.266765
E6L2	s1	Pectobacterium	log	5	Pec_log_5_E6L2	0.04124	0.053697	0.103487	0.094269	0.137904	0.186734	0.173273	0.152578	0.056902	0.099038	0.189056	0.209299	0.254832	0.280581	0.250539
E6L2	s2	Pectobacterium	log	5	Pec_log_5_E6L2	0.06818	0.082412	0.107594	0.093988	0.143792	0.181842	0.162904	0.144114	0.055329	0.080222	0.166909	0.197893	0.256482	0.277931	0.248592
E6L2	s3	Pectobacterium	log	5	Pec_log_5_E6L2	0.077608	0.10572	0.12808	0.111828	0.141145	0.184907	0.171137	0.163367	0.041417	0.09111	0.170346	0.179992	0.238302	0.239763	0.220619
E6L2	s4	Pectobacterium	log	5	Pec_log_5_E6L2	0.089229	0.111021	0.111596	0.111939	0.137586	0.176839	0.200171	0.152204	0.049848	0.091804	0.170297	0.179889	0.251128	0.253505	0.222992
E6L2	s5	Pectobacterium	log	5	Pec_log_5_E6L2	0.082082	0.102767	0.127226	0.100239	0.137472	0.177352	0.166804	0.150639	0.053014	0.100434	0.194436	0.201296	0.253431	0.252761	0.229634
E6L2	s6	Pectobacterium	log	5	Pec_log_5_E6L2	0.083386	0.112783	0.124809	0.108826	0.14665	0.170636	0.185122	0.150308	0.066664	0.091718	0.180651	0.186767	0.259086	0.248029	0.234335
E6L2	s7	Pectobacterium	log	5	Pec_log_5_E6L2	0.120344	0.167363	0.125226	0.101551	0.13302	0.200851	0.204683	0.155515	0.041101	0.081077	0.163714	0.15295	0.224775	0.260091	0.209574
E6L2	s8	Pectobacterium	log	5	Pec_log_5_E6L2	0.040092	0.061423	0.115906	0.104768	0.151287	0.186931	0.187232	0.147585	0.05804	0.095645	0.18391	0.184448	0.255155	0.259967	0.239264
E6L2	s9	Pectobacterium	log	5	Pec_log_5_E6L2	0.057719	0.077833	0.117216	0.108828	0.166593	0.185628	0.176619	0.164005	0.061565	0.090066	0.170802	0.171037	0.253414	0.266465	0.219788
E6L2	s10	Pectobacterium	log	5	Pec_log_5_E6L2	0.055611	0.072089	0.116777	0.100057	0.154179	0.153777	0.177551	0.153726	0.061439	0.096352	0.178911	0.188478	0.261077	0.266738	0.23325
E6L2	s11	Pectobacterium	log	5	Pec_log_5_E6L2	0.047168	0.044202	0.112655	0.100949	0.136821	0.171428	0.175167	0.160846	0.036838	0.074333	0.14948	0.207843	0.254797	0.223118	0.199074
E6L2	s12	Pectobacterium	log	5	Pec_log_5_E6L2	0.025988	0.038479	0.101517	0.104478	0.148432	0.181061	0.174428	0.144475	0.063328	0.088111	0.15125	0.202014	0.281454	0.257613	0.235443
E6L2	s13	Pectobacterium	log	5	Pec_log_5_E6L2	0.056946	0.088622	0.11614	0.104914	0.151974	0.18542	0.180245	0.14949	0.043251	0.098296	0.159481	0.169346	0.248175	0.258303	0.209584
E6L2	s14	Pectobacterium	log	5	Pec_log_5_E6L2	0.045529	0.069114	0.11987	0.107278	0.160188	0.198777	0.1803	0.169443	0.054906	0.091048	0.183487	0.18541	0.268812	0.250306	0.214617
E6L2	s15	Pectobacterium	log	5	Pec_log_5_E6L2	0.044031	0.051765	0.123099	0.111231	0.153064	0.194819	0.183134	0.153516	0.061918	0.101283	0.17454	0.185548	0.259303	0.263105	0.232804
E6L2	s16	Pectobacterium	log	5	Pec_log_5_E6L2	0.055018	0.047157	0.119535	0.092734	0.143668	0.192231	0.1853	0.160857	0.057055	0.091457	0.174896	0.199267	0.268902	0.263734	0.225859
E6L2	s17	Pectobacterium	log	5	Pec_log_5_E6L2	0.034789	0.031634	0.098973	0.090106	0.140491	0.17947	0.175149	0.14631	0.059447	0.11386	0.209406	0.212915	0.257231	0.269336	0.259482
E6L2	s18	Pectobacterium	log	5	Pec_log_5_E6L2	0.060481	0.068276	0.123968	0.098887	0.150441	0.196976	0.182433	0.165571	0.058246	0.093886	0.165155	0.179761	0.242925	0.26438	0.230697
E6L2	s19	Pectobacterium	log	5	Pec_log_5_E6L2	0.043968	0.052921	0.106301	0.110034	0.138164	0.181321	0.185811	0.148143	0.048501	0.095793	0.168149	0.179542	0.245973	0.247078	0.258986
E6L2	s20	Pectobacterium	log	5	Pec_log_5_E6L2	0.064256	0.098784	0.130232	0.109415	0.159467	0.198946	0.178038	0.175029	0.054377	0.091325	0.176133	0.172043	0.222721	0.251295	0.231543
E7L1	s1	Pectobacterium	log	50	Pec_log_50_E7L1	0.078385	0.100546	0.10919	0.117159	0.176952	0.183391	0.164759	0.178686	0.038545	0.068938	0.123211	0.14196	0.265091	0.267839	0.281362
E7L1	s2	Pectobacterium	log	50	Pec_log_50_E7L1	0.078564	0.104412	0.142585	0.099077	0.172815	0.168906	0.181608	0.182575	0.024436	0.072113	0.114066	0.144804	0.336217	0.23653	0.25191
E7L1	s3	Pectobacterium	log	50	Pec_log_50_E7L1	0.048605	0.068847	0.120183	0.106407	0.182119	0.167549	0.186081	0.186792	0.036143	0.080483	0.149821	0.159445	0.315702	0.241213	0.282718
E7L1	s4	Pectobacterium	log	50	Pec_log_50_E7L1	0.071867	0.078565	0.109775	0.101409	0.161049	0.184489	0.163237	0.160393	0.052464	0.080896	0.118585	0.153305	0.318981	0.274151	0.272479
E7L1	s5	Pectobacterium	log	50	Pec_log_50_E7L1	0.069814	0.100552	0.119907	0.117061	0.164721	0.188641	0.178046	0.181301	0.033522	0.071889	0.111496	0.156628	0.309844	0.251903	0.267976
E7L1	s6	Pectobacterium	log	50	Pec_log_50_E7L1	0.092232	0.100633	0.117535	0.111349	0.162176	0.167144	0.181565	0.16618	0.058432	0.061678	0.138149	0.189682	0.324845	0.258661	0.323089
E7L1	s7	Pectobacterium	log	50	Pec_log_50_E7L1	0.078559	0.10965	0.1384	0.116691	0.155326	0.147556	0.187512	0.197229	0.045334	0.070351	0.128902	0.151394	0.313274	0.257526	0.267365
E7L1	s8	Pectobacterium	log	50	Pec_log_50_E7L1	0.116219	0.121139	0.133959	0.131181	0.175493	0.170533	0.16222	0.172298	0.043567	0.056003	0.131469	0.120658	0.302531	0.239207	0.225038
E7L1	s9	Pectobacterium	log	50	Pec_log_50_E7L1	0.065432	0.077312	0.105746	0.109362	0.145881	0.185844	0.189366	0.161685	0.029269	0.06541	0.107699	0.165971	0.327351	0.261029	0.286445
